Time,Trust
1.970000,110.438019
1.980000,110.557625
1.990000,110.675140
2.000000,110.790604
2.010000,110.904022
2.020000,111.015427
2.030000,111.124840
2.040000,111.232277
2.050000,111.337769
2.060000,111.441338
2.070000,111.542999
2.080000,111.642784
2.090000,111.740700
2.100000,111.836777
2.110000,111.931038
2.120000,112.023499
2.130000,112.114182
2.140000,112.203110
2.150000,112.290306
2.160000,112.375778
2.170000,112.459564
2.180000,112.541664
2.190000,112.622116
2.200000,112.700928
2.210000,112.778122
2.220000,112.853722
2.230000,112.927742
2.240000,113.000198
2.250000,113.071121
2.260000,113.140518
2.270000,113.208412
2.280000,113.274826
2.290000,113.339767
2.300000,113.403259
2.310000,113.465324
2.320000,113.525978
2.330000,113.585228
2.340000,113.643112
2.350000,113.699631
2.360000,113.754807
2.370000,113.808655
2.380000,113.861198
2.390000,113.912445
2.400000,113.962418
2.410000,114.011139
2.420000,114.058609
2.430000,114.104858
2.440000,114.149895
2.450000,114.193741
2.460000,114.236404
2.470000,114.277916
2.480000,114.318275
2.490000,114.357506
2.500000,114.395615
2.510000,114.432632
2.520000,114.468567
2.530000,114.503426
2.540000,114.537231
2.550000,114.570000
2.560000,114.601746
2.570000,114.632477
2.580000,114.662216
2.590000,114.690979
2.600000,114.718765
2.610000,114.745605
2.620000,114.771507
2.630000,114.796486
2.640000,114.820557
2.650000,114.843727
2.660000,114.866013
2.670000,114.887436
2.680000,114.908005
2.690000,114.927727
2.700000,114.946617
2.710000,114.964699
2.720000,114.981979
2.730000,114.998466
2.740000,115.014183
2.750000,115.029129
2.760000,115.043327
2.770000,115.056793
2.780000,115.069534
2.790000,115.081558
2.800000,115.092880
2.810000,115.103523
2.820000,115.113487
2.830000,115.122787
2.840000,115.131439
2.850000,115.139450
2.860000,115.146835
2.870000,115.153603
2.880000,115.159767
2.890000,115.165344
2.900000,115.170349
2.910000,115.174774
2.920000,115.178650
2.930000,115.181976
2.940000,115.184776
2.950000,115.187050
2.960000,115.188820
2.970000,115.190086
2.980000,115.190865
2.990000,115.191162
3.000000,115.191002
3.010000,115.190384
3.020000,115.189316
3.030000,115.187828
3.040000,115.185905
3.050000,115.183578
3.060000,115.180855
3.070000,115.177734
3.080000,115.174240
3.090000,115.170372
3.100000,115.166153
3.110000,115.161583
3.120000,115.156670
3.130000,115.151436
3.140000,115.145889
3.150000,115.140038
3.160000,115.133881
3.170000,115.127449
3.180000,115.120735
3.190000,115.113754
3.200000,115.106529
3.210000,115.099052
3.220000,115.091339
3.230000,115.083405
3.240000,115.075249
3.250000,115.066895
3.260000,115.058342
3.270000,115.049606
3.280000,115.040695
3.290000,115.031616
3.300000,115.022385
3.310000,115.013000
3.320000,115.003487
3.330000,114.993843
3.340000,114.984085
3.350000,114.974220
3.360000,114.964256
3.370000,114.954201
3.380000,114.944069
3.390000,114.933868
3.400000,114.923615
3.410000,114.913300
3.420000,114.902954
3.430000,114.892570
3.440000,114.882172
3.450000,114.871758
3.460000,114.861336
3.470000,114.850929
3.480000,114.840530
3.490000,114.830162
3.500000,114.819832
3.510000,114.809540
3.520000,114.799301
3.530000,114.789131
3.540000,114.779030
3.550000,114.769012
3.560000,114.759087
3.570000,114.749260
3.580000,114.739540
3.590000,114.729942
3.600000,114.720474
3.610000,114.711143
3.620000,114.701958
3.630000,114.692932
3.640000,114.684074
3.650000,114.675385
3.660000,114.666878
3.670000,114.658569
3.680000,114.650467
3.690000,114.642570
3.700000,114.634903
3.710000,114.627464
3.720000,114.620262
3.730000,114.613312
3.740000,114.606621
3.750000,114.600204
3.760000,114.594063
3.770000,114.588203
3.780000,114.582642
3.790000,114.577393
3.800000,114.572456
3.810000,114.567848
3.820000,114.563568
3.830000,114.559639
3.840000,114.556061
3.850000,114.552849
3.860000,114.550003
3.870000,114.547546
3.880000,114.545479
3.890000,114.543816
3.900000,114.542564
3.910000,114.541733
3.920000,114.541328
3.930000,114.541367
3.940000,114.541855
3.950000,114.542809
3.960000,114.544228
3.970000,114.546127
3.980000,114.548515
3.990000,114.551399
4.000000,114.554802
4.010000,114.558716
4.020000,114.563164
4.030000,114.568146
4.040000,114.573677
4.050000,114.579773
4.060000,114.586433
4.070000,114.593674
4.080000,114.601509
4.090000,114.609940
4.100000,114.618973
4.110000,114.628639
4.120000,114.638924
4.130000,114.649857
4.140000,114.661438
4.150000,114.673683
4.160000,114.686600
4.170000,114.700203
4.180000,114.714493
4.190000,114.729485
4.200000,114.745193
4.210000,114.761627
4.220000,114.778793
4.230000,114.796715
4.240000,114.815384
4.250000,114.834824
4.260000,114.855042
4.270000,114.876053
4.280000,114.897858
4.290000,114.920479
4.300000,114.943916
4.310000,114.968193
4.320000,114.993317
4.330000,115.019287
4.340000,115.046135
4.350000,115.073853
4.360000,115.102463
4.370000,115.131981
4.380000,115.162399
4.390000,115.193748
4.400000,115.226036
4.410000,115.259262
4.420000,115.293457
4.430000,115.328613
4.440000,115.364761
4.450000,115.401894
